ComponentAff,Start,Finish,Duration_min,Meters Affected
650632,2021-8-7 23:25:17,2021-8-8 8:50:19,565.0342814753848,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632633,2018-4-12 15:8:27,2018-4-12 15:51:18,42.86075693903233,634a_data_center 634b_radar 634c_atc_tower
671680,2021-1-26 20:23:54,2021-1-26 20:49:46,25.871738812338783,
632633,2016-6-20 12:0:36,2016-6-20 13:19:03,78.4572990735611,634a_data_center 634b_radar 634c_atc_tower
670671,2016-4-24 9:12:57,2016-4-24 9:19:24,6.466405283168522,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
671692,2020-7-14 1:12:47,2020-7-14 2:52:10,99.39148460256298,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
632645,2017-6-22 13:23:12,2017-6-22 13:57:48,34.60510801674498,645_hangar 646_office
632645,2017-5-17 1:33:16,2017-5-17 9:04:36,451.34968138267055,645_hangar 646_office
632670,2016-6-18 9:28:45,2016-6-18 11:40:58,132.2313824977916,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632633,2018-10-6 22:17:57,2018-10-6 23:16:55,58.97377801001261,634a_data_center 634b_radar 634c_atc_tower
671684,2020-5-24 19:25:31,2020-5-24 19:44:22,18.85850262536783,684_command_center 611_runway 652_residential
684652,2017-10-10 6:59:46,2017-10-10 7:56:36,56.84422929972568,652_residential
670671,2019-9-17 4:13:10,2019-9-17 4:46:00,32.84838785648944,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
650632,2021-1-14 2:35:47,2021-1-14 6:43:54,248.1260908870233,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671684,2018-3-28 8:0:30,2018-3-28 8:14:43,14.219608235455055,684_command_center 611_runway 652_residential
671684,2021-2-27 1:31:6,2021-2-27 2:14:55,43.816788443218215,684_command_center 611_runway 652_residential
684652,2020-11-25 22:45:55,2020-11-26 1:30:56,165.0250966019368,652_residential
671692,2016-2-27 8:15:27,2016-2-27 9:12:33,57.101954964406396,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
671692,2019-11-20 9:29:23,2019-11-20 11:40:16,130.89594903362408,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
684652,2017-1-1 5:55:29,2017-1-1 6:31:13,35.734726425516826,652_residential
684611,2018-1-9 20:20:10,2018-1-9 21:00:16,40.110749919312816,611_runway
684652,2017-11-22 5:0:5,2017-11-22 5:10:10,10.089444028601223,652_residential
671684,2015-7-7 10:31:45,2015-7-7 10:53:50,22.098700099139315,684_command_center 611_runway 652_residential
684652,2019-6-3 8:56:58,2019-6-3 9:41:27,44.491361783550005,652_residential
671680,2016-8-4 14:42:35,2016-8-4 16:20:14,97.66114929686547,
692675,2018-4-17 18:36:13,2018-4-17 18:41:48,5.586272065268087,675a_hospital 675b_residential1 675c_residential1
670671,2019-9-4 21:40:50,2019-9-4 23:07:08,86.31611976373175,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
632670,2018-9-10 10:47:9,2018-9-10 16:45:49,358.67100645854515,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671680,2016-1-14 2:7:4,2016-1-14 2:16:38,9.56900859521026,
684652,2019-2-18 20:51:10,2019-2-18 20:53:32,2.375143616490829,652_residential
650632,2015-11-22 19:8:22,2015-11-22 19:24:54,16.549739474982005,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
684652,2016-10-20 22:8:30,2016-10-21 5:31:44,443.2349147698664,652_residential
632645,2018-10-8 9:34:46,2018-10-8 10:55:53,81.12529411073258,645_hangar 646_office
632645,2020-4-14 19:48:50,2020-4-14 19:54:01,5.198018108432813,645_hangar 646_office
671680,2021-10-28 1:59:29,2021-10-28 2:24:27,24.98013617281515,
684652,2016-6-24 12:58:11,2016-6-24 13:05:44,7.551552519672502,652_residential
671692,2015-12-14 7:25:40,2015-12-14 7:48:59,23.324878777145468,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
671680,2018-8-11 3:44:16,2018-8-11 4:32:31,48.25690745425779,
671684,2019-12-16 13:38:6,2019-12-16 15:46:16,128.17686245886716,684_command_center 611_runway 652_residential
684652,2019-10-15 22:58:35,2019-10-16 1:58:30,179.91763449680934,652_residential
692675,2015-10-27 2:59:6,2015-10-27 4:51:29,112.39493682172706,675a_hospital 675b_residential1 675c_residential1
684652,2016-8-23 2:43:28,2016-8-23 5:25:54,162.44424017265945,652_residential
692675,2018-5-19 14:28:43,2018-5-19 16:44:57,136.2362862426139,675a_hospital 675b_residential1 675c_residential1
684652,2020-7-11 5:15:26,2020-7-11 5:41:01,25.598355847569902,652_residential
632645,2021-6-7 19:46:33,2021-6-7 20:39:58,53.43096670442006,645_hangar 646_office
632670,2021-12-14 3:46:24,2021-12-14 4:08:56,22.536408937388895,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
684611,2021-2-20 22:50:1,2021-2-20 23:30:33,40.53397245881052,611_runway
645646,2016-4-26 14:48:14,2016-4-26 16:17:30,89.27094242226754,646_office
684611,2021-6-11 23:29:18,2021-6-12 0:20:53,51.59791122726591,611_runway
684652,2016-2-3 11:25:3,2016-2-3 11:44:45,19.712154333394576,652_residential
671684,2016-3-28 21:33:55,2016-3-28 23:25:54,111.99080222218065,684_command_center 611_runway 652_residential
671680,2020-11-24 6:11:11,2020-11-24 8:07:35,116.4099401637777,
671684,2018-5-24 21:21:7,2018-5-24 21:26:35,5.471284807501877,684_command_center 611_runway 652_residential
671692,2021-4-15 19:27:8,2021-4-15 20:00:36,33.476732023828234,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
671680,2016-2-23 3:6:22,2016-2-23 6:52:46,226.40957859575727,
671680,2018-2-23 19:9:22,2018-2-23 20:44:13,94.85026004652158,
684652,2019-7-5 13:9:9,2019-7-5 14:45:40,96.5168046072143,652_residential
684611,2016-6-28 2:15:22,2016-6-28 3:44:21,88.99050581771567,611_runway
632645,2021-11-10 1:53:28,2021-11-10 2:41:31,48.062459783960485,645_hangar 646_office
692675,2020-2-21 1:15:31,2020-2-21 2:30:35,75.08093203984438,675a_hospital 675b_residential1 675c_residential1
645646,2016-3-7 6:19:23,2016-3-7 6:38:49,19.443202084190762,646_office
671684,2015-3-6 7:13:25,2015-3-6 12:07:58,294.5604596765895,684_command_center 611_runway 652_residential
632670,2018-11-19 13:19:50,2018-11-19 19:07:04,347.2456555950211,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632633,2015-2-25 23:21:26,2015-2-26 0:16:19,54.88837930983846,634a_data_center 634b_radar 634c_atc_tower
692675,2021-7-10 16:41:40,2021-7-10 20:47:21,245.686913761018,675a_hospital 675b_residential1 675c_residential1
