hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),P3(kW),Name,Q3(kvar),P4(kW),Q4(kvar),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
179,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
180,0.0,-3.4681699999999998e-12,2.28188e-17,-3.5076800000000003e-12,1.0908499999999999e-17,-3.21587e-12,mongenerator-battery_670,1.1967e-16,0.0,0.0,,,,,,,,,,,,
181,0.0,127.57600000000001,-0.000353265,128.18,2.96736e-06,118.195,mongenerator-battery_670,-0.00574576,0.0,0.0,,,,,,,,,,,,
182,0.0,14.8362,-3.28314e-05,14.8782,-2.40316e-07,13.9344,mongenerator-battery_670,8.87004e-06,0.0,0.0,,,,,,,,,,,,
183,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
184,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
185,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
186,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
187,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
188,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
189,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
190,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
191,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
192,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
193,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
194,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
195,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
196,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
197,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
198,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
199,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
200,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
201,0.0,-111.488,3.76858e-05,-110.34100000000001,-2.9948200000000002e-05,-100.93799999999999,mongenerator-battery_670,0.00146397,0.0,0.0,,,,,,,,,,,,
202,0.0,129.78,-4.7095e-05,126.824,4.17147e-05,116.398,mongenerator-battery_670,-0.00194324,0.0,0.0,,,,,,,,,,,,
203,0.0,-110.84200000000001,2.3858e-05,-109.945,-1.81696e-05,-100.262,mongenerator-battery_670,0.000846532,0.0,0.0,,,,,,,,,,,,
204,0.0,132.049,-2.73608e-05,128.963,2.39711e-05,118.40799999999999,mongenerator-battery_670,-0.00116581,0.0,0.0,,,,,,,,,,,,
205,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
206,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
207,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
208,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
209,0.0,0.0,0.0,0.0,0.0,0.0,mongenerator-battery_670,0.0,0.0,0.0,,,,,,,,,,,,
