ComponentAff,Start,Finish,Duration_min,Meters Affected
650632,2021-6-25 7:26:25,2021-6-25 7:36:22,9.963426504348043,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671692,2018-10-26 19:41:34,2018-10-26 20:26:51,45.29029337024764,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
650632,2018-4-7 17:32:43,2018-4-7 18:17:58,45.25232464333157,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
684652,2020-3-22 19:31:9,2020-3-22 22:52:47,201.64745456009948,652_residential
645646,2017-3-26 3:25:35,2017-3-26 4:00:52,35.29611184562364,646_office
684652,2017-9-26 8:41:59,2017-9-26 9:54:19,72.33621727400637,652_residential
670671,2021-4-11 12:14:24,2021-4-11 19:48:52,454.4746169173867,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
632633,2017-10-9 15:13:25,2017-10-9 19:00:14,226.8286977111455,634a_data_center 634b_radar 634c_atc_tower
650632,2018-7-14 13:20:1,2018-7-14 13:49:13,29.216522393992445,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
684652,2015-12-11 17:48:55,2015-12-11 18:34:42,45.790498121817535,652_residential
632633,2018-6-19 19:19:35,2018-6-19 20:07:24,47.82595194826836,634a_data_center 634b_radar 634c_atc_tower
670671,2020-5-5 23:20:1,2020-5-6 1:50:47,150.76876165614297,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
671692,2021-9-26 7:29:25,2021-9-26 8:32:23,62.979837488636306,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
670671,2015-11-22 1:36:45,2015-11-22 3:20:09,103.40621559411198,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
650632,2015-1-4 18:2:52,2015-1-4 23:10:18,307.4432122265854,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
650632,2015-1-12 4:31:37,2015-1-12 8:05:53,214.2737440971986,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
684611,2021-4-25 21:38:39,2021-4-26 1:59:49,261.1708325130532,611_runway
670671,2019-10-4 11:0:25,2019-10-4 16:16:29,316.08025396874615,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
692675,2018-3-6 15:33:46,2018-3-6 16:03:27,29.69632053714021,675a_hospital 675b_residential1 675c_residential1
632645,2015-8-24 14:51:14,2015-8-24 15:35:52,44.647002319403846,645_hangar 646_office
632633,2017-2-10 4:42:26,2017-2-10 8:43:46,241.3397580192216,634a_data_center 634b_radar 634c_atc_tower
692675,2016-2-9 6:41:13,2016-2-9 8:29:26,108.23192369121945,675a_hospital 675b_residential1 675c_residential1
671680,2018-11-11 8:31:36,2018-11-11 9:19:15,47.66067674871,
671684,2015-11-3 8:31:32,2015-11-3 10:21:05,109.55432855269962,684_command_center 611_runway 652_residential
671692,2016-5-18 23:45:52,2016-5-19 3:19:19,213.45778521618115,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
670671,2020-9-21 16:37:59,2020-9-21 19:25:05,167.11335581647896,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
632670,2017-3-5 19:4:12,2017-3-5 20:58:31,114.32730736489016,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632645,2020-8-23 2:23:22,2020-8-23 2:31:36,8.2445746496898,645_hangar 646_office
692675,2015-3-22 19:9:27,2015-3-22 20:55:11,105.73979621016953,675a_hospital 675b_residential1 675c_residential1
632645,2017-6-8 9:45:15,2017-6-8 11:56:00,130.7568274884509,645_hangar 646_office
684652,2017-2-7 10:24:30,2017-2-7 10:58:12,33.71328630005856,652_residential
671680,2017-11-23 10:21:49,2017-11-23 10:50:16,28.458845209323215,
645646,2015-7-7 18:35:48,2015-7-7 18:38:54,3.1098931986403784,646_office
671680,2018-6-16 0:7:19,2018-6-16 0:31:49,24.504133352521524,
650632,2015-11-18 17:39:47,2015-11-18 17:41:34,1.796527953754797,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632633,2020-6-26 12:44:26,2020-6-26 12:57:18,12.868836459433867,634a_data_center 634b_radar 634c_atc_tower
671680,2021-10-26 20:48:15,2021-10-26 20:49:39,1.4036884584574183,
671684,2019-5-19 18:43:22,2019-5-19 20:59:50,136.47903272241518,684_command_center 611_runway 652_residential
684611,2020-2-21 21:42:49,2020-2-21 21:50:18,7.488042514182165,611_runway
632633,2021-10-13 22:14:58,2021-10-13 23:09:30,54.53827537347687,634a_data_center 634b_radar 634c_atc_tower
632670,2015-1-26 20:8:6,2015-1-26 20:25:53,17.795315053665078,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671684,2015-4-14 5:52:42,2015-4-14 9:44:46,232.07565083854712,684_command_center 611_runway 652_residential
632670,2016-2-14 22:35:4,2016-2-15 1:10:08,155.07707167205697,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
632633,2015-5-18 0:28:52,2015-5-18 1:10:54,42.03766304043125,634a_data_center 634b_radar 634c_atc_tower
632633,2017-6-22 3:18:41,2017-6-22 4:18:40,59.98680922395826,634a_data_center 634b_radar 634c_atc_tower
645646,2018-9-16 7:0:39,2018-9-16 8:09:29,68.83469265374727,646_office
671680,2017-9-24 0:2:10,2017-9-24 0:40:01,37.85579911452314,
684652,2016-4-22 14:19:30,2016-4-22 14:30:02,10.54130939200703,652_residential
671680,2018-2-23 9:36:36,2018-2-23 10:21:18,44.700217076423215,
670671,2016-9-25 8:35:27,2016-9-25 9:10:01,34.56847077170556,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
671680,2015-4-15 13:2:46,2015-4-15 16:35:05,212.33186353736454,
684652,2018-3-11 3:59:20,2018-3-11 5:14:16,74.94318910316774,652_residential
632670,2016-7-28 7:30:56,2016-7-28 9:22:36,111.68059784267162,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671684,2021-10-25 12:31:42,2021-10-25 13:21:07,49.42064428467899,684_command_center 611_runway 652_residential
684611,2020-2-23 13:8:34,2020-2-23 16:16:13,187.65543324861022,611_runway
671692,2021-10-14 16:19:43,2021-10-14 20:16:48,237.09753410313104,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
670671,2020-3-26 5:13:59,2020-3-26 10:19:04,305.0963772717451,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
671680,2018-6-12 15:18:51,2018-6-12 19:10:59,232.1338691660438,
671692,2017-3-7 16:8:15,2017-3-7 16:45:15,37.00987405992276,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
632633,2018-4-16 19:15:34,2018-4-16 19:16:02,0.4687747253233189,634a_data_center 634b_radar 634c_atc_tower
670671,2018-4-17 20:9:8,2018-4-17 20:12:24,3.267012551253498,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
670671,2020-10-2 9:14:58,2020-10-2 10:00:45,45.7859089488491,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
670671,2015-9-1 1:51:31,2015-9-1 2:57:14,65.7267438560475,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
684611,2020-10-10 20:24:4,2020-10-10 20:29:02,4.982024459865942,611_runway
632670,2017-12-19 22:15:2,2017-12-19 22:43:43,28.691584256247793,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
692675,2021-6-8 15:10:35,2021-6-8 20:55:40,345.0926177309979,675a_hospital 675b_residential1 675c_residential1
670671,2016-8-3 16:22:18,2016-8-3 17:23:09,60.85372233426053,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
670671,2015-7-24 13:4:10,2015-7-24 13:18:12,14.040589429397443,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
632670,2015-7-17 6:17:35,2015-7-17 7:10:45,53.1726868464375,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
692675,2019-6-19 12:48:40,2019-6-19 14:50:09,121.49017129106694,675a_hospital 675b_residential1 675c_residential1
632645,2019-1-27 22:41:49,2019-1-28 0:37:34,115.75223776187376,645_hangar 646_office
671692,2016-11-12 13:48:34,2016-11-12 14:26:10,37.6161722466453,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
684652,2017-4-4 20:48:12,2017-4-4 21:01:40,13.470123315677032,652_residential
684611,2020-2-13 7:48:6,2020-2-13 8:09:03,20.95912926382152,611_runway
670671,2021-9-24 12:27:57,2021-9-24 12:51:26,23.493827316695786,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
