ComponentAff,Start,Finish,Duration_min,Meters Affected
671680,2020-6-4 13:35:4,2020-6-4 13:44:48,9.736902412997264,
632645,2017-8-2 17:1:56,2017-8-2 17:14:45,12.819268972271825,645_hangar 646_office
650632,2016-3-13 5:38:39,2016-3-13 6:35:58,57.33251935132725,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
670671,2020-1-2 4:13:53,2020-1-2 5:21:49,67.93697688680065,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
632645,2019-11-2 8:55:24,2019-11-2 11:28:58,153.5811332373843,645_hangar 646_office
671684,2016-3-4 19:17:7,2016-3-5 0:56:34,339.4611815927934,684_command_center 611_runway 652_residential
671684,2019-1-23 0:33:56,2019-1-23 1:38:24,64.48006240958088,684_command_center 611_runway 652_residential
671684,2015-9-8 7:37:52,2015-9-8 8:12:15,34.3862760553276,684_command_center 611_runway 652_residential
671692,2019-7-19 2:36:26,2019-7-19 4:02:30,86.07747089054273,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
684611,2021-12-10 7:7:28,2021-12-10 7:20:45,13.296274971800893,611_runway
650632,2016-1-2 18:11:0,2016-1-2 18:22:42,11.703243055213298,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671692,2017-11-11 8:40:17,2017-11-11 8:55:58,15.692321060084158,692_warehouse2 675a_hospital 675b_residential1 675c_residential1
684652,2015-11-28 19:13:10,2015-11-28 23:32:11,259.03197248058893,652_residential
684652,2018-7-28 2:35:41,2018-7-28 5:00:21,144.6800595012469,652_residential
692675,2018-3-21 18:10:28,2018-3-21 22:20:07,249.65527323145795,675a_hospital 675b_residential1 675c_residential1
671680,2019-5-18 23:58:2,2019-5-19 2:53:24,175.3824401213767,
671680,2020-6-19 11:52:24,2020-6-19 15:34:55,222.53074148834585,
645646,2020-6-1 13:19:51,2020-6-1 21:06:45,466.91084007006697,646_office
670671,2018-9-15 1:25:48,2018-9-15 1:34:32,8.734776894698705,684_command_center 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential
671684,2015-11-21 1:24:28,2015-11-21 2:07:53,43.426253012085745,684_command_center 611_runway 652_residential
684611,2019-10-23 12:9:25,2019-10-23 14:28:08,138.7218835105642,611_runway
684652,2016-11-26 5:20:18,2016-11-26 5:45:55,25.619900205703033,652_residential
645646,2015-4-15 8:46:29,2015-4-15 9:24:38,38.158133960630146,646_office
632645,2015-1-9 4:11:53,2015-1-9 4:33:06,21.219458314784106,645_hangar 646_office
632645,2015-11-4 23:20:6,2015-11-5 4:35:20,315.2380487804829,645_hangar 646_office
650632,2020-6-24 13:42:6,2020-6-24 19:49:32,367.4445780613603,684_command_center 634a_data_center 634b_radar 634c_atc_tower 645_hangar 646_office 692_warehouse2 675a_hospital 675b_residential1 675c_residential1 611_runway 652_residential 670a_residential2 670b_residential2 670c_residential2
671680,2016-6-16 21:54:29,2016-6-17 1:30:32,216.05912418821674,
692675,2019-2-21 3:19:53,2019-2-21 6:37:20,197.4525917888661,675a_hospital 675b_residential1 675c_residential1
692675,2018-5-5 12:58:46,2018-5-5 15:51:47,173.01954317481074,675a_hospital 675b_residential1 675c_residential1
684652,2018-1-21 11:15:7,2018-1-21 12:03:53,48.77098409826595,652_residential
